label,sentence
4,高さ約10mの立木を伐倒したところ、倒れた木が別の切株にぶつかって、横に飛び、退避中の者の胸に当たった。
1,橋脚の昇降足場の解体作業中、玉掛してあった足場が外側に振れたため、押されて約14m下に墜落した。
6,駅構内に留置されている貨車を連結するため後進していて、連結貨車約40m手前で車両を降りて誘導しているときに隣の線路を後進中の貨車に接触した。
4,ダンプ荷台でワイヤーロープ(フック付)の取り外しを行っていた時、鋼板が荷台に載せた際のショックで玉掛用具から外れて敷鋼板とともに地上へ落下し、その下敷きとなった。
7,ベルトコンベヤー周辺を清掃作業中、コンベヤー下端付近のL字型仕切板とベルトとの間に上半身を挟まれた。
4,フォークリフトを用いパレット及びパレットサポーター(パイプ)を片付けようと高さ4mまで上げたときに、パレットサポーターが落下し、直撃された。
1,高所作業車で塗装するための準備中に、後部が走行してきたクレーンの脚部と接触したため、衝撃で作業床より約10m下の地面に落下した。
17,商品を配送して帰社するため、国道を乗用車で走行中、ハンドル操作を誤り左側ガードレールに接触し、反動で反対車線側の看板に激突し、車が一回転した。
1,立体駐車場が故障したので修理するために昇降設備で高さ10mの地点に昇ったときに、そこから墜落した。
17,4t車で高速道路を走行中、後続車(11t)に追突された。
17,軽ワゴン車で県道を走行中、信号機のある国道との交差点において、国道を走行してきた40tトレーラーが軽ワゴン車の運転席付近に衝突した。
1,エンストした不整地運搬車を再起動させ、エンジンの回転数を上げて走行させたとき、車体が左右に振れて、後ろ向きに川に落ち、横転した車体の下敷きとなった。
7,工事現場で、後退してきたダンプトラックの左後輪に巻き込まれた。
4,矢板を平積用トラックに積込む作業で玉掛ワイヤーの片方を外して引き上げたところ、片方のアイ部がトラックのフックに引っかかったため矢板とともに落下した。
17,産業廃棄物をトラックで運ぶ途中、国道の赤信号で減速していた大型トレーラに追突して横転し、炎上した。
1,軒桁(高さ5m)の上で垂木の取付を行っていて、バランスを崩して、1Fコンクリート床へ墜落した。
1,エアコンの室外機へ通じる配管を取り付けるため、地上3Fの出窓上枠に移動はしごを立て掛け作業中にコンクリート打設された地上に墜落した。
6,吊っていた玉掛用ワイヤーロープを引き抜くためクレーンを巻き上げたところ、ロープに荷物のジブが引っかかってり横転し、ジブと共に転落してその下敷きとなった。
6,フォークリフトのバッテリーを充電するため、ギアをニュートラルに入れたつもりで木の棒をアクセルとブレーキに噛ませて運転者が席を離れてたところ、当初から後退に入っていたため、フォークリフトが逸走し轢かれた。
17,乗用車にて国道(片側一車線)を走行中、センターラインをはみ出して、対向の13tトラックと正面衝突した。
17,普通乗用車で走行中、中央線を越えて対向車線に入り道路のコンクリート隔壁に正面から激突した。
13,小型移動式クレーンを使って荷を荷台に上げようとしたときに、ジブが上部を通っていた6万6千ボルトの高圧電線に接触したため感電した。
1,石灰粉砕工場の石粉タンクの満タン検知用リミッターの調整作業中に、タンク内で約4.0m落下し、生き埋めになった。
5,火薬装てんのための穿孔を油圧式ローラードリル(乗車型)で行っていたところ、上部法面が崩壊したため、クローラードリルが埋まり、ドリルとともに押しつぶされた。
1,修繕工事で使用した鋼管枠組足場の解体作業で1層目の作業床上で2層目の建枠を引き抜いたとき勢い余って後方へ転倒し、そのまま地上(高さ2．3m)へ墜落した。
6,立木(直径39cm)を伐倒したところ、あらかじめ伐木していた木がかかり木となり、2本の伐倒木が落下してきて激突された。
1,庭の樹木の剪定作業で、アルミ脚立を降りる際に踏み外して転落し、側溝の蓋で頭を打った。
5,立木(高さ17m)を伐倒したところ、根本側が伐倒した衝撃で跳ね返り、この木と別の立木との間に挟まれた。
17,自転車で新聞配達中、県道を横断したときに乗用車にはねられた。
17,40t大型トレーラーで鋼材を積んで走行中、国道の急カーブを曲がりきれずに道路脇の斜面に転落し、運転席が潰れた。
1,トラックターミナルにおいて、フォークリフトで4tトラックに荷を積み込む作業中、傾斜のあるスロープをバックで移動していたフォークリフトがスロープからはみ出してバランスを崩して転落し、そのときフォークリフトのヘッドガードに挟まれた。
17,高速道路の片側一車線対面通行区間において、先頭の大型トラックがスピードを落としたため後続の2台が次々停止したところ大型トラックが追突し、前の2台を跳ね飛ばし、さらに先頭の大型トラックに追突した。
1,トラックに積載した原木を固縛するためのチェーンをトビで引き上げているときに、足が滑って高さ3．2m下のコンクリート上に墜落した。
17,魚の選別作業が終了し、市場内の食堂へ向かうために、道路を横断しようとしたところへ右方向から保冷トラックが走行してきて、これに接触・横転し、後頭部を強打した。
1,寺の客殿の新築工事において、玄関部分のひさしの野地板張りの作業中に墜落した。
1,病院5階の窓ガラスの清掃作業中、高さ14.4mから転落した。
2,法面を掘削作業のためブレーカーのキャタピラを斜面に平行にして、ブレーカーを旋回させたとき山側のキャタピラが浮き上がったため横転し、ブレーカーの下敷きになった。
11,休止中の炉の頂部にある安全弁室に溜まった灰砂を取除く作業中に運転中の炉の安全弁が作動したため、吹き出た熱風がダクトを通って、休止中の炉の安全弁室に流れ込み、背中に熱風(推定約250度)をあびた。
17,夜間の道路舗装工事が完了して片付け作業中に、作業区域端の残材の積み残しに気付いて移動していたとき、後退してきた車両に接触した。
1,機体重量2.8tのタイヤローラーで道幅4.5mの村道を移動中、路肩から1.95m下の畑へ回転しながら転落し、ローラーの下敷きとなった。
17,工事現場で材料の運搬中、砂捨場に行くため後進してきた4tトラックにひかれた。
1,トラックに載せたコンテナ(5t)にフォークリフトで運ばれてきたダンボール箱(タマネギ20kg)を積込作業中、コンテナ床からアスファルト面に墜落した。
17,町道を挟んで反対側にある道具置場に草取り用具を置いて町道を横断しているときに、右側から来たワゴン車に跳ねられた。
5,ドラグショベルで掘削した溝(長さ約9m、幅約0.9m、深さ約1.7m)の溝底に布設する塩化ビニル管の接続部に滑材を塗っている作業中、側面の土砂(土量0.4m3)が崩壊し、肩ぐらいまで埋まった。
6,山側に伐倒した伐倒木の根元部分に集材装置のワイヤーを掛けて、巻き上げたところ、斜面上方の先の部分が振れて、少し離れて退避していた者の頭部に激突した。
17,国道を4tトラックで走行中、荷台のシートが弛んだので片側2車線の路肩にトラックを止めて、荷物(鉄骨)を確認したうえでシートの張り直しを行っていたところ同じ方向に走行してきた乗用車に跳ね飛ばされた。
17,資材置場から2tダンプで現場に戻る途中、市道の橋の欄干に衝突し、反動で約30m先の標柱に激突した。
7,小型のドラグショベル(クローラ式)の運転席から降りようとしたときに、服が操作レバーに引っかかったためドラグショベルの上部が旋回してアームと排上板との間に挟まれた。
17,砕石を積んで10tダンプで走行中、国道のゆるやかな右カーブでガードレールを突き破り、さらに幅約5mの空き地を突っきって約5.5m下の民家のところに転落した。
17,営業のため軽自動車で走行中、工事のため立体交差点が狭くなっていたところで運転操作を誤り、高架壁に激突した。
5,チェンソーを使用して、伐倒した木(胸高直径32cm)が、隣の杉に掛かっていたかかり木(直径16cm)を巻き込みながら倒れてきて、そのかかり木の下敷きとなった。
7,10tトラックの後方でタイヤを拾っていた時、トラックが後方に動き出し、トラックバンパーと倉庫側ターミナルの緩衝材との間に胸部を挟まれた。
17,バックしてきたゴミ収集車(パッカー車)にひかれた。
1,足場及び型枠の解体作業中、高さ7．5mの足場(キャットウォーク)から墜落した。
17,車で客先へ品物を配達するため国道につながる堤防道路を走行中、ガードレールに衝突した。
7,L型の擁壁をバックホーで吊って、据付ける作業中に、吊りワイヤーが切断したためL型擁壁が落下し、据付箇所の基礎と落下したL型擁壁との間に挟まれた。
1,スレート屋根上でボルトフックにボルトキャップを取付けているときに、屋根の明かり取り部分(プラスチック製)を踏み抜いて約7m下に墜落した。
17,交差点内が渋滞のため停車していたワゴン車が、信号が変わると右折車の障害になると思い左側車線に出たところへ、直進したバイクが衝突した。
17,塗装工事を終了した高所作業車が帰社のため走行中、対向車線にはみ出し対向車と正面衝突した。
1,タールピッチが入っているアスファルトタンク上部の配管の漏れを防ぐ作業中に高さ約2.7m下のコンクリート基礎部分に墜落した。
4,地上から54cmの高さにある送水管の下にもぐり込んで送水管のガス溶断をしていたところ、先に溶断していた送水管のジョイント部がずれ落ちてきて直撃された。
1,真空容器に入れられていた製品を取り出すため、階段を登り(高さ約2m)バルブを回転させたときに誤って足を滑らして転落した。
1,2Fの待機所で休憩後に、馬房に向かう途中、階段を踏み外して頭部を打った。
6,消波ブロックの型枠をばらす作業で型枠を下げ、地面に着いたときに反動で玉掛用フックが外れて型枠の下敷きになった。
17,品物を納入後4tトラックで帰社途中に、センターラインをオーバーし対向の生コン車と正面衝突した。
17,電報配達のため原動機付自転車で農道交差点を通過中、対向の乗用車に激突された。
4,ケーブルドラム(直径3m)を移動するため、ドラムのケーブルを緩めてそのケーブルにフォークリフトの爪を引っかけて持ち上げたところ、ケーブルが爪から外れてドラムの下敷きとなった。
17,小型トラックで走行中、直進してきた乗用車が急にセンターラインを超えて進入してきたため、正面衝突し、弾みで反対車線側にある防雪柵に激突した。
7,上下するテーブルの配線の点検作業中、テーブルとフレームとの間(220mm)に頭が入った状態でテーブルを下降させてしまったため頭を挟まれた。
1,勾配約60度の斜面を法肩の立木に巻き付けたロープを伝って移動中、約15m下の道路に墜落した。
7,ゴムの中間体原料の製造工程において、ミキサーで配合されたゴム材料を受けロール(直径26インチ、2本ロール)で練っていたときに、後ろ側のロールと飛散防止カバーとの間に挟まれた。
1,5階部分において、「スラブ岩綿吹付け足場」を「天井仕上用足場」に盛替え作業中、隙間から足を踏み外してコンクリート床に転落した。
7,高所作業車のアウトリガー(油圧式)を収納しているときに、車体左側前方のアウトリガーの可動範囲内に立ち入ったため、アウトリガーの支柱部分とバケット(搬器)への昇降用タラップとの間に挟まれた。
5,チルホールで木の伐倒方向を決めていたが、予定外の方向へ倒れたため、その下敷きとなった。
1,地上から高さ3.8mの2段目の鉄板布枠に移動しているときに墜落した。
16,火災報知器が作動したので確認のため4Fに上がった者が、エレベータ内に片足を残して倒れていた。
4,プラスチック原反シート(重さ900kg)を載せた巻取台車5台のうち、1台が落下して地面に落ちたのち跳ね返ったとこへプラットホーム前を歩いていて激突された。
5,伐倒した赤松がかかり木となっている状態の真下でエゴの木の根元を2/3程度切ったときに、赤松が落下し首の後ろ側に当たった。
1,林道新設工事において、重機進入用の工事道路を設置するためドラグ・ショベルで傾斜40度の場所で作業中、路肩が崩れドラグ・ショベルごと谷側へ転落し、約50m下でショベルから放り出された。
4,トラックの荷台から砂を下ろそうとしたときに、砂の下に敷かれていた鉄板が滑り落ちて、掘削溝の中で床付け作業をしていた者の胸を直撃した。
17,高速道路を走行中、対向車線に飛び出して、路肩の壁に衝突後対向車と衝突、反動でもとの車線に跳ね飛ばされたところに走行してきた後続2台の車と玉突衝突した。
17,高速道路を走行中、対向車線に飛び出して、路肩の壁に衝突後対向車と衝突、反動でもとの車線に跳ね飛ばされたところに走行してきた後続2台の車と玉突衝突した。
16,医薬品の反応器に医薬品中間体のパラニトロフェキシアセトン(粉末パウダーの状態)約450kgを投入中に発火した。
17,大型トラック(10t)で走行中、センターラインをオーバーして、対向の大型トレーラーと正面衝突し、さらに車両から漏れた軽油に引火して炎上した。
10,会社に船で出勤するため出港準備をしていたときに、過って海に転落した。
1,古いトタンをはがした後に残った釘を引き抜こうとしたときに、トタンの下の木毛板(厚さ15mm)を踏み抜き約4.7m下のコンクリート床に墜落した。
1,下屋の屋根テントを外すためフォークリフトにパレットを積んで、その上でテントの紐を外していたが、移動するためにパレットを下げたときにバランスを崩してパレットから3m29cm下のコンクリート地面に頭部から転落した。
1,法面に金網の束(4.3m×0.2m×0.2m約80kg)をいったん仮置きして、設置位置に合わせるため上方へ移動しようとして安全帯のフック2本を外したときに、バランスを崩して約80m下に墜落した。
1,スレート屋根に歩み板を敷かずに移動中、屋根を踏み抜いて屋根下の配管に一度当たり、約10m下の2F床に墜落した。
1,選果コンベアを据付ける作業中、3F開口部より1Fフロアーに墜落した。
1,5階建マンションの屋上にある貯水槽の清掃作業のため、バルブを回したときに、作業床から18．7m下の地上に墜落した。
17,乗用車で帰社途中、県道の交差点で出会い頭に他の車と衝突した。
7,取水口スクリーンの場所の流速測定器の調整作業中、除じん機を1m程度移動させた時に、手すりと除じん機操作室との間に挟まれた。
17,ワゴン車の助手席に乗り国道を走行中、交差点で信号待ちのため停車していたトラックに追突した。
13,蛍光灯のスタータの異常が認められたので、天井裏でスタータの取替を行うため活線(100V)とスタータの銅線を絶縁キャップで取り付けて圧着しようとして感電した。
17,現場での作業終了後、8人乗りワンボックスに運転者の他2名を乗せて走行中、緩いカーブの道路から逸脱し、電柱に激突した。
17,現場での作業終了後、8人乗りワンボックスに運転者の他2名を乗せて走行中、緩いカーブの道路から逸脱し、電柱に激突した。
4,帯状コイルを吊ったままの状態で結束していた2本のバンドをカッターで切断したため、コイル1本が専用吊り具から落下してその下敷きとなった。
17,軽トラックで資材置場に向かう途中、農道の交差点でワゴン車と出会い頭に衝突した。
7,掘削溝の埋戻し作業中で埋戻し材(軽石)がなくなった為、不整地運搬車の向きを変えて走り始めたとき付近にいた作業者をひいた。
99,型枠用合板製造工程における乾燥機の空冷部分から出火したので、工場の屋外に設置されている消火栓で放水しようとしたときに乾燥機の前で転倒した。
17,国道の道路工事現場で、片側通行の交通誘導中に進行してきた普通乗用車に激突された。
12,残ガス処理施設の洗浄塔循環ポンプの点検・調整作業中に、洗浄塔内部のガス(主に硫化水素と水素)がバルブから噴出し、硫化水素を吸飲した。
1,民家の生け垣を脚立(高さ1．4m)にのって剪定中、誤って脚立より墜落したときに、剪定鋏が左脇下から身体に対して上向きに突き刺さった。
1,ショベルローダーで走行中、幅3.86mの道路の路肩から転落し、ショベルローダーの下敷きとなった。
1,屋根修理工事で漆喰い塗り作業が終了してはしごに向かう途中、バランスを崩し約3m下の地面に墜落した。
1,工場建屋外壁のシート張り作業中、スレート屋根を踏み抜いて約5．5m下のコンクリート床面に墜落した。
7,亜鉛インゴット(自重約23kg)搬入用ロボットの囲いの内で、ロボットのマニプレータと搬入プレッシャーとの間に胸部を挟まれていた。
1,高さ5mの梁の上(幅17.4m)で、小梁のボルトを入れるために移動中、墜落した。
1,工事現場で、事務所棟屋上から倉庫棟屋上の梁(幅30cm)に昇って、下段の胴縁(片側が固定されていない)に手を掛けたときに、胴縁が外れて21m下の土間に墜落した。
17,現場での作業終了後、乗用車で他2名を乗せて走行中、三叉路で一時停止せずに進行したため、同方向へ進行中のワゴン車の側部と接触し、はずみで道路そばの立木に正面から激突した。
4,岩塩を揚荷装置及び移動式クレーンで荷揚げする場所の清掃中に、揚荷装置のグラブバケットから岸壁際に岩塩が落下し、岩塩に埋まった。
13,新設ケーブルを受電盤へ接続する作業で、アース端子にアース用の新しい線を接続しているときに6600Vの充電部分に接触し感電した。
13,6600Vの充電部分に接触した(No．10586)被災者を救出しようとして、充電部分若しくは被災者に接触し感電した。
7,給水中のタイヤローラーが後退してきて、タイヤと橋の欄干との間に挟まれた。
17,当日の作業が終了したので帰るため、帰路準備中、道路(幅約6m)を横断しているときにトラックに跳ねられた。
17,澱粉20tを積んだトレーラーで国道を走行中、下り坂でスピートオーバーのため車が横転し、キャビンが全焼した。
7,ガソリンスタンドで地下タンクにガソリンの注入が終わったのち、敷地堺の防火塀とタンクローリー運転席側のドアとの間に挟まれた。
1,歩み板(4m×20cm×3.5cm)2枚を担いで補強梁上を移動中、走行してきた天井クレーンのサドル上の手すりと柱(トラス)の間に担いでいた歩み板が挟まれて破損し、その衝撃で12.6m下の地面に墜落した。
7,スクラップの片付け作業中、切断機のスクラップピット付近でコンベアー(回転羽根)に挟まれた。
1,支線の弛みをとるため電柱に昇っていて、使用していた胴網をはずし、さらに補助ロープもはずして移動しようとしたときにバランスを崩して墜落した。
1,地上約25mの地点でハンマードリルでアンカーボルト用の孔を掘削中、作業場所から約2m下に転落し、地山とロックネットとの間に挟まれた。
1,校舎の耐震補強工事現場において、校舎の外壁と足場の間(高さ8．2m)から地面へ墜落した。
7,特注したリフトの電磁弁の交換作業中に、リフトテーブルの下架台と搬器との間に挟まれていた。
1,民家の庭木(高さ3m)を道路側から塀越しに剪定中、使用していた脚立(高さ1．8m)から墜落した。
6,山の斜面の雑木(高さ22m)の伐木作業で、斜面の上方からチェーンソーを入れたところ、切り倒す前に木が折れて斜面でバウンドして身体に激突した。
17,大型トラックで国道を走行中、センターラインを越えて対向の大型トラックと衝突した。
17,事業主が運転する乗用車に相乗りして国道を走行中、路面がアイスバーンのためスリップして橋の欄干を破り川に転落した。
7,ボーリング場の機械室において、電源ケーブルを接続したままレーンの修理を行っていて機械部分のシャトルとテーブルとの間に挟まれた。
7,重量1.9tの基礎石を2.6tの小型移動式クレーンを用いて吊り上げ旋回したときに、移動式クレーンが横転し、クレーンと道路のガイドロープとの間に挟まれた。
17,10t大型トラックで高速道路を走行中、トンネルを出たところで前方の車が雨でスリップして中央部分に停車していたので、これを避けようとしてガードレールに接触し、反動で中央分離帯に激突した。
17,国道沿いの駐車場に車を止めて、国道に出たところを大型トラックにひかれた。
1,住宅新築工事現場の屋根上に資材を荷揚げする作業中に、高さ7．1mから地面に墜落した。
1,ロードローラーでバックしたときに路肩に乗り上げ左に傾いたため飛び降りたが、降りたところ方へローラーが横転してきて下敷きになった。
17,4tトラックで直線で見通しの良い国道を走行中、渋滞のため最後尾に停車していた10tトラックに追突した。
5,暖房用おが屑ストーブのおが屑を補給するため、サイロへ行き、スコップを持って中に入ったところ、大量のおが屑が崩れて、埋まった。
14,ドラム缶入りの濃硫酸(98％)をポンプで汲み上げる作業中で缶の蓋を開けようとしたが開かなかったので蓋を加熱するためにアセチレン溶接のバーナーの炎を近づけたときに爆発した。
1,瓦揚げ機の解体作業で、レールのジョイント部を受取って1段降りた所でバランスを崩し梯子から飛び降りたときに、床面の下にある石垣の端から2．7m下の町道に墜落した。
17,タクシーが乗客を乗せて鉄道高架下を走行中、対向の10t車の積荷鋼材が高架下の走行制限高を示す門柱に接触し、荷崩れを起こしタクシー車上に落下し押しつぶされた。
1,会社倉庫内で水タンク(容量500リットル、重量20kg)を天井クレーンで2階物置に収容するため、トラックの荷台で玉掛作業中に、水タンクが落下し、はずみでトラックの荷台から転落した。
7,橋の欄干にドラグショベル(機体重量9.19t)が接触するかどうかチェックしていた時、ドラグショベルを右旋回させてしまい、ドラグショベルの機体と欄干との間に挟まれた。
1,昼食のため約40゜の傾斜地を移動中、足を滑らせて約17m下の沢に墜落し、弾みで沢にあった岩に頭部を激突した。
1,高さ18mの杉の木の枝切り作業を終え地上に降りようとしたとき、高さ8.5mの箇所からアスファルト舗装道上に墜落した。
1,サイロ内で牛の踏み草用のオガ屑の山をフォークでトラックに掻き落とす作業中、誤ってオガ屑の中に転落した。
1,商品を陳列するために電動フォークリフトに商品を載せ、高さ約2mの棚の上に乗って商品を棚に移していたときに、棚から墜落した。
7,射出成型機の型締めと成型機上部作業床との間に頭部を挟まれた。
4,ホイールクレーンでコンパネ(55枚、重量約1t)を地面に降ろす作業中、玉掛けした布の帯がずれてコンパネが10m下に落下し、下にいた作業者を直撃した。
17,小型貨物自動車を運転中、トンネル出口付近の緩いカーブでスリップして対向車線に進入し、大型貨物自動車と正面衝突し、その後、乗用車にも正面衝突した。
7,トラッククレーンにカウンターウエイトを取付け作業で上部旋回体を旋回させてピンを抜こうとカウンターウエイト付近に立ち入ったため、上部旋回体とカウンターウエイトとの間に挟まれた。
16,ガス溶接機及びアーク溶接機を使用して溶断・溶接作業中、作業着に火がついて、全身9割に火傷を負った。
7,ベルトコンベアに付着したコンクリート破片の掻き落とす作業中、同僚がベルトを1mほど動かしたため、コンベアブーリーに乗せていた、右足首を巻き込まれた。
7,自動圧縮梱包機で古紙のプレス作業中に結束用の針金が切れているので機械内に立入り針金を繋いでいたときに、光線式のプレス起動センサーを体の一部が遮ったためプレス機が作動し古紙との間に挟まれた。
1,建設用リフトの解体作業中、搬器がバランスを崩して傾いたため地下2Fまで転落した。
4,移動式クレーンのワイヤを他のクレーンに巻替える作業で巻替えていた補助ワイヤーの中間点で別のクレーンで吊っていたところ玉掛用ワイヤが切断し、巻替え作業をしていた者が落下した。
3,コンクリート廃材を処分するためダンプカーをバックさせていたときに別のダンプカーに衝突されて運転席から投げ出された。
1,休憩終了して他の作業員と交替した直後、カラーコーンで仕切られた工事区域内の開口部(2m×3m×6.5m)から墜落した。
17,バイクで国道を走行していて、交差点で直進しようとしたところ、左折してきたトラックに巻き込まれた。
17,新聞配達で積雪(3cm程度)している道路上を歩行中、前方より走行してきたタクシーに跳ねられた。
7,製麺用ミキサーを用いて小麦粉とそば粉に水を加え混練していたときに、回転している撹拌棒に巻き込まれた。
13,電柱の支持物の定期点検作業で柱上(高さ22m)で移動しようとしたときに、バランスを崩して3300Vの電線に接触して感電し墜落した。
17,建設資材を6．5tトラックで運送中、国道の左カーブで対向車線にはみ出し、対向の路線バスと正面衝突した。
1,寺の屋根瓦葺き替え工事中に高さ約5mから墜落した。
17,ホテル前の道路端の落ち葉を清掃中、走行してきた軽トラックに跳ねられた。
7,建設会社の駐車場において、2tダブルピックを移動したのち、確認後他の者が4tダンプ移動させたときにダブるピックの運転者を左後輪のタイヤで轢かれた。
1,大工の手伝い作業に行って、母屋の取付作業中、バランスを崩して、高さ4．8mの足場板上から土台上に墜落した。
10,桟橋下部のコンクリート構造物をディスクサンダーではつり作業中、午後の休憩のときから見あたらず1週間後溺死で発見された。
17,4t平ボデーのトラックで国道を走行中、アイスバーン状態の路面でスリップしてトラック前部が対向車線にはみ出して停車したところへ、対向の大型トレーラーが衝突した。
17,高速道路上をトラックで走行中、通勤ラッシュで渋滞していた車の最後尾に追突し、計3台の玉突となった。
99,脱力状態で作業していたところを発見し、すぐに休ませたがまもなく意識を失った。
5,汚水管(直径150)を布設して埋戻前に土止支保工を撤去した堀削溝内に立ち入ったときに溝内の土砂が崩壊した。
1,林道の路盤をブレーカで整地していて旋回したところ、路肩に寄りすぎていたためブレーカの重さで路肩が崩壊し、ブレーカと共に転落して運転席から放り出され斜面に激突した。
1,枝打ちする木にはしごをかけて作業を始めようとしたときに高さ5m下の地面に墜落した。
1,電柱(複合柱)の組立作業中で一本の腕金の方向が悪いので高所作業車のウィンチで吊り上げたところ、安全帯の親ロープも同時に吊り上がったため、外れた腕金から親ロープが抜けて、地上約7m下に墜落した。
17,新聞代金の集金で国道(片側2車線)を横断していたときに、走行してきた軽自動車と接触。
17,アイスバーン状態の国道の長い下りカーブ終点の交差点で、中央分離帯に停車してあった事故車に気を取られて右折のため信号待ちをしていた大型トラックに追突した。
17,荷を積んで、国道を推定速度110km／hで走行中、道路脇の標識に衝突した。
17,新聞配達のため原付バイクで国道を走行中、駐車していたトラック(最大積載量2t)の荷台後部に激突した。
6,山林で伐木作業中に伐木した木(長さ20m、直径40cm)がかかり木となったため、かかられた木をチェーンソーで切ったときにかかり木が落下した。
1,ゴルフ場内の立木(高さ7．8m)の枝打ち作業が終了して枝伝いに降りていたときに、高さ5．93mのところで枝に乗せていた右足を滑らせ、芝生に墜落した。
17,軽ワゴン車で市道を走行中、渋滞で停車していた車へ追突した。
17,軽自動車で走行中、対向車線にはみ出し対向のトラックに衝突した。
17,10tトラックで国道を走行中、対向のトラックと衝突したのち数十メートル進み、ガードレールに衝突した。
4,トラックの荷台から鉄骨資材を降ろす作業で、荷崩れ防止用のワイヤロープを外して、荷台のあおりを開いたところ、長さ4．2m重さ約350kgのH型鋼が落下し、下敷きになった。
7,真空成型機でプラスチック製品の製造中、成型機の金型台座と下部の固定台座との間に頭部を挟まれた。
7,機体重量2．5tのドラグ・ショベルと電柱の間を通ろうとしたときに、旋回中のドラグ・ショベルのカウンターウェイトと電柱との間に挟まれた。
5,伐倒木を搬出するため、巻上機用の支柱(檜2本の頂部を交差して組み立てる)の根元に作業索を取付け、集材機で調整していたところ、根元がすくわれて支柱が倒れ頭を直撃された。
11,アルミニウムを精錬する作業中に、しぼり機から火炎が吹き出し作業衣に着火した。
1,2Fの小屋梁(高さ6．5m)のうえで次の作業のため待機中、移動式クレーンで吊り上げられたコンパネ54枚(重量約650kg)が荷崩れを起こして飛来しコンパネと共にコンクリート土間に墜落した。
17,製品運搬のため4tトラックで国道を走行中、センターラインをはみ出してきたダンプトラックと衝突し、車に挟まれた。
7,貨車の連結・切放し作業で、貨車に飛び乗ってブレーキをかけながら前にある貨車に連結しようとしたときに、止めてあったトレーラと貨車との間に挟まれた。
1,防水工事の下地塗装作業のため屋上に上がるときに、垂直はしごの開口部から約6m下に墜落した。
1,冷蔵倉庫外壁の鉄板及び雨戸を張りつけるため、2つのローリングタワーに足場板を掛けて作業中、足場から約4．5m下のコンクリート床に墜落した。
6,事業所内倉庫前でほうきで地面を掃いていたところ、バックしてきたトラクターショベルで轢かれた。
17,事業主の運転するワンボックスカーで現場へ向う途中、県道交差点内で普通乗用車と衝突した際に後部へ乗車していた者が車外に投げ出されて頭部を強打した。
1,11tトラック荷台上で回収した段ボールなどを入れたパレット(総重量190kg)を先端がフック状の金属製の棒を使用して引っ張りながら移動させていたところ、棒の先端がパレットから外れたため、はずみで約1．3m下のアスファルト路面に墜落した。
1,外部枠組足場15段目(高さ29．5m)上で外壁塗装のはけ塗り作業中、足場と躰体の間(45cm)から2階の庇まで(25．5m)墜落した。
5,杉(高さ30m)を伐採したが檜のかかり木となったため、檜を伐採しはじめ約7割程切り傾き始めたときに、杉が倒れてきた。
17,新聞配達で車道を歩いていて乗用車にはねられた。
14,高純度の赤リン製造工程で2回目の試運転を行っているときに、硝酸処理工程付近で爆発した。
1,メタルフォーム(型枠材)の入った積載型コンテナをドラグ・ショベルを使用して積込んでいたときにトラックの荷台上のコンテナが倒れ、反動で墜落した。
1,書類を渡して戻っているときに、プラットホームから足を踏み外し約77cm下へ転落した。
17,冷凍車に空コンテナ50個を積載して帰社途中、国道の交差点において信号待ちで停車中の10tトラックに追突した。
17,国道を走行中、センターラインを越えてきたライトバンに衝突され、反動で対向車線にはみ出し前からきた大型トラックに衝突した。
5,営業所敷地内でバックホウを運転し、垂直に切り立った地山に近づけたときに地山表面が崩落し、運転席に土砂が進入してきた。
4,ドラグ・ショベルで鉄板(1．6m×6m)を移動中に、一旦地上に降ろそうとしたときに鉄板に掛けていたフックが外れて、隣接して深さ3．6mの掘削面の底で清掃作業中の者を直撃した。
1,平屋の屋根工事の作業中、足をすべらして3m30cm下に墜落し、のコンクリート面で頭を打った。
17,停止標示がある町道の交差点で一旦停止をせずに交差点に進入したときに、左側より直進してきた乗用車と衝突したはずみで乗用車ごと交差点脇に転落した。
17,出張先の仕事を終え残務処理のため本社へ自転車で帰社する途中、道路を右斜めに横断しようとしていたときに後ろから走ってきた乗用車と接触して転倒し、頭を打った。
17,高速道路を10tトラックで走行中、右後部から10tトラックに追突されて左側ガードレールの外壁に乗り上げ、はずみで中央分離帯に突入するときに運転席から投げ出された。
17,国道を走行中センターラインを越えて走行してきた車と正面衝突した。
17,見通しの悪い濃霧の中をバイクで新聞配達中、道路に飛び出して来た犬に気付くのが遅れ、犬と衝突して転倒した。
17,高速道路上を大型トラックで走行中、乗用車・大型トラック等合わせて16台による追突事故が発生し、車に挟まれた。
17,産業廃棄物を軽トラックで搬送中、県道交差点で赤信号で左から直進してきた乗用車に左後方に接触され、反動で左前方のコンクリートブロック塀に激突した。
1,ダム放水ゲートの点検作業のため放水口に転落防止用の防網を張り、梯子から降りる途中で足を踏み外して約35m下に墜落した。
7,バックホーでL型擁壁(約1．7t)を吊るときに、反対側のワイヤロープを外さないままバケットを吊り上げたため擁壁が倒れ、地山とL型擁壁との間に挟まれた。
17,建設現場での誘導作業が終了し、車で帰社途中、自動車専用道路のガードレールに衝突した。
6,油圧ショベルで土止壁とする鋼板(800kg)を吊り上げ、所定の位置に設置しようとしたときに、鋼板が吊りクランプからはずれ落下して横倒しとなり、その下敷きとなった。
